,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,Contract,TotalCharges,Churn
5314,Female,0,Yes,No,70,No,No phone service,Two year,4504.9,No
5315,Male,0,No,No,1,Yes,No,Month-to-month,45.6,Yes
5316,Male,0,Yes,Yes,49,Yes,Yes,One year,4520.15,No
5317,Female,0,No,No,6,Yes,No,Month-to-month,267.35,Yes
5318,Female,0,Yes,Yes,32,Yes,No,Two year,2316.85,No
5319,Female,1,Yes,No,72,Yes,Yes,Two year,8075.35,No
5320,Male,0,No,Yes,37,Yes,No,Two year,2302.35,No
5321,Female,0,Yes,No,69,Yes,No,One year,7251.9,No
5322,Female,0,Yes,No,26,Yes,No,Month-to-month,2078.55,No
5323,Female,0,Yes,Yes,58,Yes,Yes,One year,6225.4,No
5324,Male,0,No,No,24,Yes,Yes,One year,1242.25,No
5325,Male,0,Yes,Yes,5,Yes,No,One year,99.45,No
5326,Male,0,Yes,Yes,15,Yes,No,Month-to-month,288.05,Yes
5327,Female,0,Yes,Yes,30,Yes,No,Two year,599.25,No
5328,Female,0,Yes,No,55,Yes,Yes,One year,3462.1,No
5329,Female,0,Yes,No,25,No,No phone service,Month-to-month,853.0,Yes
5330,Male,1,Yes,No,10,Yes,No,Month-to-month,934.1,Yes
5331,Male,0,Yes,Yes,44,No,No phone service,Two year,2375.2,No
5332,Female,0,No,No,47,Yes,No,One year,2813.05,No
5333,Female,0,Yes,Yes,13,Yes,No,Month-to-month,1222.8,Yes
5334,Female,0,Yes,Yes,49,Yes,Yes,Two year,5293.2,Yes
5335,Female,0,Yes,No,64,Yes,No,One year,6314.35,No
5336,Male,0,No,No,1,Yes,No,Month-to-month,19.1,No
5337,Male,0,No,No,20,Yes,No,Month-to-month,1003.05,No
5338,Female,0,Yes,No,37,No,No phone service,Two year,1593.1,No
5339,Male,0,Yes,Yes,30,Yes,Yes,Month-to-month,2509.95,No
5340,Female,0,No,No,38,Yes,Yes,One year,3187.65,No
5341,Female,1,No,No,1,Yes,Yes,Month-to-month,74.45,Yes
5342,Female,0,No,No,37,Yes,No,Month-to-month,2345.2,Yes
5343,Female,0,Yes,No,52,No,No phone service,Two year,3330.1,No
5344,Male,0,No,Yes,71,Yes,No,Two year,5522.7,No
5345,Male,0,No,No,26,Yes,No,Month-to-month,2335.3,Yes
5346,Male,0,No,No,66,Yes,Yes,Two year,4798.4,No
5347,Male,0,Yes,No,72,Yes,Yes,Two year,8594.4,No
5348,Male,0,No,Yes,25,No,No phone service,One year,970.55,No
5349,Male,0,Yes,Yes,69,Yes,Yes,Two year,7665.8,No
5350,Male,0,Yes,Yes,53,Yes,Yes,Two year,3686.05,No
5351,Female,0,No,No,12,Yes,No,One year,1115.15,Yes
5352,Male,0,No,No,26,Yes,No,Month-to-month,2537.0,No
5353,Male,0,No,No,21,Yes,No,Month-to-month,1393.6,No
5354,Female,0,No,Yes,1,Yes,No,Month-to-month,89.35,No
5355,Male,0,No,No,48,Yes,Yes,Month-to-month,4445.3,No
5356,Female,0,Yes,No,26,No,No phone service,One year,978.6,No
5357,Male,0,Yes,No,60,Yes,No,Two year,1258.15,No
5358,Male,0,No,No,18,Yes,No,Month-to-month,331.35,No
5359,Female,1,No,No,10,No,No phone service,Month-to-month,291.4,Yes
5360,Male,0,Yes,Yes,5,Yes,Yes,Month-to-month,453.75,Yes
5361,Female,0,No,Yes,4,Yes,No,One year,84.75,No
5362,Male,0,Yes,Yes,65,Yes,Yes,Two year,1715.1,No
5363,Male,0,Yes,Yes,70,Yes,Yes,Two year,1715.15,No
5364,Male,0,No,No,18,Yes,Yes,Month-to-month,1597.25,Yes
5365,Male,0,No,Yes,62,Yes,No,Two year,1250.1,No
5366,Female,0,Yes,Yes,66,Yes,No,Two year,3996.8,No
5367,Female,0,Yes,Yes,65,Yes,Yes,Two year,5215.1,No
5368,Female,1,No,No,3,Yes,No,Month-to-month,235.5,Yes
5369,Female,0,No,No,34,Yes,No,Month-to-month,673.2,No
5370,Male,0,Yes,Yes,16,Yes,Yes,Month-to-month,1442.2,No
5371,Female,0,No,No,54,Yes,Yes,One year,5639.05,Yes
5372,Female,1,No,No,50,Yes,Yes,Month-to-month,5222.35,No
5373,Male,0,Yes,No,71,Yes,No,Two year,7291.75,No
5374,Female,0,No,No,10,Yes,Yes,Month-to-month,799.65,Yes
5375,Female,0,No,No,1,Yes,No,Month-to-month,50.8,Yes
5376,Male,0,No,No,18,Yes,Yes,One year,424.5,No
5377,Male,0,No,No,4,Yes,No,Month-to-month,249.4,No
5378,Female,0,Yes,Yes,58,Yes,Yes,Two year,4415.75,No
5379,Female,0,Yes,No,56,Yes,Yes,One year,5270.6,No
5380,Male,0,No,No,2,Yes,No,Month-to-month,144.55,Yes
5381,Male,0,Yes,No,32,Yes,Yes,Month-to-month,2447.95,Yes
5382,Male,0,Yes,Yes,56,No,No phone service,One year,2884.9,No
5383,Male,0,No,No,36,Yes,Yes,Month-to-month,3050.15,Yes
5384,Female,0,No,No,4,Yes,Yes,Month-to-month,253.0,No
5385,Male,0,No,No,53,Yes,Yes,Month-to-month,4517.25,Yes
5386,Male,0,No,No,10,Yes,No,Month-to-month,436.2,No
5387,Male,0,No,No,4,No,No phone service,Month-to-month,118.4,No
5388,Male,0,Yes,Yes,1,Yes,No,Month-to-month,19.9,Yes
5389,Female,0,Yes,No,51,Yes,No,Month-to-month,3649.6,No
5390,Male,1,No,No,12,Yes,Yes,Month-to-month,1200.15,Yes
5391,Female,0,No,No,6,No,No phone service,One year,255.6,No
5392,Male,0,Yes,Yes,63,No,No phone service,Two year,2395.05,No
5393,Female,0,No,No,1,Yes,No,Month-to-month,70.6,Yes
5394,Female,0,Yes,No,48,Yes,Yes,Month-to-month,5083.55,No
5395,Female,0,No,No,5,Yes,No,Month-to-month,389.6,Yes
5396,Female,0,No,Yes,35,Yes,No,One year,644.5,No
5397,Male,0,No,No,6,Yes,No,Month-to-month,523.5,Yes
5398,Male,0,No,No,2,Yes,No,Month-to-month,39.3,No
5399,Female,0,No,No,50,Yes,No,One year,989.05,No
5400,Female,0,No,No,33,Yes,No,Month-to-month,2406.1,No
5401,Male,0,No,No,31,Yes,No,Two year,638.55,No
5402,Female,0,Yes,Yes,9,Yes,No,Two year,191.1,No
5403,Female,0,Yes,Yes,54,Yes,Yes,Month-to-month,4524.05,No
5404,Female,0,No,No,46,Yes,No,One year,4664.2,No
5405,Male,0,No,Yes,34,Yes,Yes,One year,3470.8,No
5406,Male,0,Yes,Yes,71,Yes,Yes,Two year,6910.3,No
5407,Female,0,Yes,Yes,63,Yes,No,Two year,4014.2,No
5408,Female,0,No,No,51,Yes,Yes,Two year,1288.0,No
5409,Female,1,No,No,26,Yes,Yes,Month-to-month,2277.65,Yes
5410,Female,0,Yes,No,64,Yes,No,Two year,6375.8,No
5411,Female,1,Yes,No,1,No,No phone service,Month-to-month,24.8,Yes
5412,Male,1,Yes,No,61,Yes,Yes,One year,5251.75,No
5413,Female,0,No,No,15,Yes,No,Month-to-month,1505.45,No
5414,Male,0,No,No,64,Yes,Yes,One year,6903.1,Yes
5415,Female,0,No,No,18,Yes,Yes,Month-to-month,913.3,No
5416,Female,0,Yes,Yes,57,Yes,No,One year,5535.8,No
5417,Male,0,Yes,Yes,14,Yes,No,Two year,815.55,No
5418,Male,1,No,No,18,Yes,Yes,Month-to-month,1411.65,No
5419,Female,1,Yes,No,72,Yes,Yes,Two year,5602.25,No
5420,Male,0,Yes,No,70,Yes,Yes,Two year,8244.3,No
5421,Female,0,No,No,38,Yes,No,Two year,741.5,No
5422,Male,0,Yes,Yes,68,Yes,No,Two year,4375.8,No
5423,Male,0,No,No,13,Yes,No,Month-to-month,1008.7,Yes
5424,Male,1,Yes,No,65,Yes,Yes,Two year,5968.4,No
5425,Female,0,No,No,30,Yes,Yes,Month-to-month,3096.9,No
5426,Male,0,Yes,No,51,Yes,Yes,Two year,3901.25,No
5427,Female,0,No,No,31,Yes,Yes,Month-to-month,2613.4,No
5428,Female,0,Yes,No,9,Yes,No,Month-to-month,853.1,Yes
5429,Female,0,Yes,Yes,72,Yes,Yes,Two year,5661.7,No
5430,Male,0,No,No,10,Yes,Yes,Month-to-month,794.25,Yes
5431,Female,0,No,No,37,Yes,No,One year,695.05,No
5432,Female,0,No,No,2,Yes,No,Month-to-month,160.8,Yes
5433,Male,0,No,No,55,Yes,No,One year,5552.05,No
5434,Male,0,No,Yes,33,Yes,Yes,Month-to-month,3275.15,No
5435,Female,0,Yes,Yes,46,Yes,No,One year,4236.6,No
5436,Female,0,No,Yes,1,Yes,No,Month-to-month,54.5,No
5437,Female,1,No,No,20,Yes,Yes,Month-to-month,1174.35,Yes
5438,Male,0,Yes,No,9,Yes,No,Month-to-month,741.7,Yes
5439,Male,1,No,No,32,Yes,Yes,Month-to-month,3019.25,Yes
5440,Female,0,Yes,Yes,19,Yes,No,Month-to-month,962.9,No
5441,Female,0,Yes,No,70,Yes,Yes,Two year,4759.75,Yes
5442,Female,0,No,Yes,61,Yes,Yes,Two year,1498.35,No
5443,Male,0,No,No,26,Yes,No,Month-to-month,1233.15,No
5444,Male,0,Yes,No,45,Yes,Yes,Month-to-month,4882.8,No
5445,Male,0,Yes,Yes,62,Yes,Yes,Two year,5411.65,No
5446,Male,0,No,No,1,Yes,No,Month-to-month,19.65,Yes
5447,Female,0,No,No,3,Yes,No,Month-to-month,148.05,No
5448,Female,0,Yes,Yes,41,Yes,Yes,One year,3930.55,No
5449,Male,0,Yes,Yes,67,Yes,No,Two year,6895.5,No
5450,Male,0,No,No,1,Yes,Yes,Month-to-month,84.65,Yes
5451,Female,0,Yes,No,71,Yes,Yes,One year,6856.95,No
5452,Female,0,Yes,Yes,37,Yes,No,One year,2658.8,No
5453,Male,0,Yes,No,60,Yes,No,Two year,3766.2,No
5454,Female,1,Yes,No,1,Yes,No,Month-to-month,69.55,Yes
5455,Female,0,No,No,6,Yes,No,Month-to-month,129.55,No
5456,Female,0,No,No,13,No,No phone service,Month-to-month,347.25,Yes
5457,Female,0,Yes,Yes,11,Yes,No,Month-to-month,581.7,No
5458,Male,0,No,No,7,Yes,No,Month-to-month,354.05,Yes
5459,Female,0,Yes,Yes,10,Yes,No,Month-to-month,929.45,No
5460,Male,0,Yes,No,34,Yes,No,Two year,679.0,No
5461,Female,0,No,No,62,Yes,No,Two year,3846.75,No
5462,Male,0,Yes,No,64,Yes,Yes,One year,4480.7,No
5463,Female,0,Yes,Yes,1,Yes,No,Month-to-month,44.35,Yes
5464,Male,0,No,No,25,Yes,No,Two year,499.4,No
5465,Female,0,No,No,26,Yes,No,One year,1553.2,No
5466,Male,0,No,Yes,10,Yes,No,One year,219.5,No
5467,Female,0,No,No,53,Yes,Yes,One year,5311.85,No
5468,Female,0,No,No,7,Yes,No,Month-to-month,586.05,Yes
5469,Male,0,No,No,33,Yes,No,Month-to-month,2576.8,No
5470,Female,1,Yes,No,71,Yes,No,Two year,6435.25,No
5471,Female,0,No,No,29,Yes,Yes,Month-to-month,1993.25,No
5472,Male,0,Yes,Yes,24,Yes,Yes,Month-to-month,1923.85,No
5473,Male,0,Yes,Yes,20,Yes,No,Month-to-month,939.8,No
5474,Female,0,No,No,1,Yes,Yes,Month-to-month,84.6,No
5475,Male,0,No,Yes,54,Yes,Yes,Month-to-month,3092.65,Yes
5476,Female,1,No,No,5,Yes,No,Month-to-month,415.55,Yes
5477,Female,0,Yes,Yes,72,Yes,Yes,Two year,5986.55,No
5478,Male,0,Yes,No,52,Yes,No,Two year,5487.0,No
5479,Female,0,No,No,9,Yes,No,Month-to-month,651.5,No
5480,Female,0,No,No,1,Yes,No,Month-to-month,45.4,No
5481,Male,1,No,No,1,Yes,Yes,Month-to-month,73.65,Yes
5482,Male,0,Yes,Yes,33,Yes,No,One year,2405.05,Yes
5483,Female,0,Yes,No,55,Yes,Yes,Month-to-month,4458.15,Yes
5484,Male,0,Yes,Yes,69,Yes,Yes,Two year,6856.45,No
5485,Male,0,No,No,1,Yes,No,Month-to-month,50.75,No
5486,Male,0,No,No,54,Yes,Yes,Two year,4735.2,No
5487,Male,0,No,Yes,33,Yes,No,One year,682.15,No
5488,Male,1,Yes,No,45,Yes,Yes,One year,4525.8,No
5489,Female,0,No,Yes,11,No,No phone service,Month-to-month,321.05,No
5490,Male,0,No,No,6,Yes,No,Month-to-month,335.65,No
5491,Male,0,No,No,21,Yes,No,Month-to-month,1424.4,No
5492,Female,0,Yes,Yes,65,Yes,Yes,Two year,1748.55,No
5493,Female,1,Yes,No,6,Yes,Yes,Month-to-month,474.9,Yes
5494,Female,0,No,No,8,Yes,No,Month-to-month,668.4,Yes
5495,Male,0,No,No,11,Yes,No,Month-to-month,926.25,Yes
5496,Male,0,Yes,Yes,43,Yes,Yes,Two year,1077.95,No
5497,Male,0,Yes,Yes,49,No,No phone service,One year,2541.25,Yes
5498,Female,1,Yes,No,1,Yes,No,Month-to-month,46.0,Yes
5499,Male,1,No,No,15,Yes,No,Month-to-month,1156.1,Yes
5500,Male,0,Yes,Yes,60,Yes,No,Two year,3694.45,No
5501,Male,0,No,No,17,No,No phone service,Month-to-month,382.8,No
5502,Male,1,Yes,No,16,Yes,No,Month-to-month,1167.8,Yes
5503,Male,0,Yes,Yes,35,Yes,No,One year,746.75,No
5504,Male,1,Yes,No,44,Yes,Yes,One year,3912.9,Yes
5505,Female,0,Yes,Yes,12,No,No phone service,One year,368.85,No
5506,Male,0,No,No,1,Yes,No,Month-to-month,20.2,No
5507,Female,0,No,No,28,Yes,No,One year,1654.7,No
5508,Male,0,Yes,No,70,Yes,Yes,Two year,1940.85,No
5509,Female,0,No,Yes,5,Yes,No,Month-to-month,221.7,Yes
5510,Male,0,No,No,18,Yes,No,Month-to-month,1794.65,No
5511,Male,0,Yes,No,70,Yes,Yes,Two year,5289.8,No
5512,Female,0,Yes,Yes,9,Yes,Yes,Month-to-month,501.2,No
5513,Female,1,No,No,67,Yes,No,Two year,6140.85,No
5514,Female,0,No,No,1,Yes,No,Month-to-month,48.45,No
5515,Female,0,Yes,Yes,18,Yes,No,Two year,309.25,No
5516,Male,0,No,No,4,Yes,Yes,Month-to-month,201.1,Yes
5517,Male,1,Yes,Yes,71,Yes,No,One year,6179.35,No
5518,Male,0,Yes,Yes,30,Yes,Yes,Month-to-month,2838.7,Yes
5519,Male,0,Yes,No,1,Yes,No,Month-to-month,55.7,No
5520,Female,0,No,No,55,Yes,Yes,One year,4589.85,No
5521,Male,0,No,No,59,Yes,No,Month-to-month,3735.45,No
5522,Female,0,No,No,1,Yes,No,Month-to-month,70.15,Yes
5523,Female,0,Yes,No,7,Yes,No,Month-to-month,477.55,No
5524,Male,0,Yes,Yes,45,Yes,No,Two year,2553.7,No
5525,Female,0,Yes,Yes,54,Yes,Yes,One year,1342.15,No
5526,Male,0,Yes,Yes,51,Yes,Yes,One year,1216.35,No
5527,Female,1,Yes,No,72,Yes,Yes,One year,7578.05,No
5528,Male,0,Yes,No,44,Yes,No,One year,2603.95,No
5529,Male,0,No,No,2,Yes,No,Month-to-month,42.7,No
5530,Female,0,No,No,66,Yes,Yes,One year,6056.9,No
5531,Male,0,Yes,Yes,68,No,No phone service,One year,2983.65,No
5532,Female,0,No,No,31,Yes,No,Two year,689.35,No
5533,Female,1,No,No,21,Yes,Yes,Month-to-month,2025.1,No
5534,Male,0,No,Yes,21,Yes,Yes,Month-to-month,1747.2,No
5535,Female,0,Yes,Yes,55,Yes,Yes,Two year,4657.95,No
5536,Male,0,No,No,9,No,No phone service,Month-to-month,296.1,Yes
5537,Male,1,Yes,No,71,Yes,Yes,Two year,8016.6,No
5538,Female,0,No,No,1,Yes,No,Month-to-month,81.1,Yes
5539,Male,0,Yes,Yes,22,Yes,No,One year,433.5,No
5540,Female,0,Yes,Yes,1,Yes,No,Month-to-month,20.55,Yes
5541,Female,0,No,No,61,Yes,Yes,Two year,6428.4,Yes
5542,Female,0,Yes,No,67,Yes,Yes,Two year,5883.85,No
5543,Female,1,No,No,14,Yes,No,Month-to-month,1043.8,No
5544,Male,0,Yes,No,59,Yes,Yes,Month-to-month,6252.9,Yes
5545,Male,1,Yes,No,21,Yes,No,Month-to-month,1857.25,No
5546,Male,0,No,No,4,No,No phone service,Month-to-month,146.4,No
5547,Female,0,No,No,3,Yes,No,Month-to-month,240.45,Yes
5548,Male,0,Yes,No,70,Yes,Yes,Two year,1724.15,No
5549,Female,0,No,No,3,Yes,No,Month-to-month,315.3,Yes
5550,Male,1,No,No,21,Yes,No,One year,429.55,No
5551,Male,0,No,No,20,Yes,No,Month-to-month,356.15,No
5552,Male,0,Yes,Yes,22,Yes,No,One year,488.25,No
5553,Male,0,No,No,1,Yes,No,Month-to-month,55.7,Yes
5554,Female,0,No,No,63,Yes,No,Two year,1298.7,No
5555,Female,0,Yes,Yes,70,Yes,No,Two year,1378.75,No
5556,Male,0,No,No,13,Yes,No,Month-to-month,973.45,Yes
5557,Female,0,No,No,5,Yes,No,Month-to-month,384.25,No
5558,Female,0,Yes,Yes,72,Yes,Yes,Two year,8543.25,No
5559,Female,0,No,No,13,No,No phone service,Month-to-month,389.95,No
5560,Male,0,Yes,No,61,Yes,No,Month-to-month,5731.85,No
5561,Male,0,No,No,1,Yes,No,Month-to-month,20.65,No
5562,Female,1,Yes,No,56,Yes,Yes,Month-to-month,4275.75,No
5563,Female,0,No,No,4,Yes,No,Month-to-month,84.5,No
5564,Male,0,No,No,35,Yes,Yes,Two year,1924.1,No
5565,Female,0,Yes,No,18,No,No phone service,Month-to-month,669.85,Yes
5566,Male,0,Yes,No,72,Yes,Yes,Two year,5784.3,No
5567,Female,1,No,No,49,Yes,Yes,One year,5166.2,No
5568,Female,0,Yes,No,44,Yes,Yes,Month-to-month,4060.55,No
5569,Female,1,Yes,No,3,Yes,No,Month-to-month,267.4,Yes
5570,Female,0,Yes,Yes,37,Yes,Yes,Month-to-month,3532.85,No
5571,Male,0,Yes,No,61,Yes,Yes,One year,4914.8,No
5572,Male,0,Yes,No,70,Yes,Yes,Two year,5315.8,No
5573,Female,1,No,No,1,Yes,No,Month-to-month,69.85,Yes
5574,Female,0,No,No,41,Yes,No,Month-to-month,775.6,No
5575,Male,0,Yes,Yes,70,Yes,Yes,One year,5445.95,No
5576,Female,0,No,No,1,Yes,No,Month-to-month,53.55,Yes
5577,Male,0,No,No,51,Yes,No,One year,1007.8,No
5578,Female,0,Yes,Yes,42,Yes,No,Two year,833.55,No
5579,Female,0,Yes,Yes,70,Yes,Yes,Two year,6579.05,Yes
5580,Male,0,No,No,48,Yes,No,One year,1004.5,No
5581,Male,0,Yes,Yes,68,Yes,Yes,Two year,7856.0,Yes
5582,Female,0,No,No,48,Yes,Yes,Two year,1183.05,No
5583,Female,1,Yes,No,26,Yes,No,Month-to-month,2169.75,Yes
5584,Male,0,Yes,No,11,Yes,Yes,Month-to-month,896.9,Yes
5585,Male,0,No,No,1,Yes,No,Month-to-month,19.3,Yes
5586,Female,0,No,No,27,Yes,No,One year,501.35,No
5587,Female,1,No,No,46,Yes,No,One year,4126.35,No
5588,Male,0,No,No,1,Yes,No,Month-to-month,49.65,Yes
5589,Female,0,No,No,46,Yes,No,Two year,2460.15,Yes
5590,Male,0,Yes,Yes,25,Yes,No,Month-to-month,477.6,No
5591,Male,0,No,No,4,Yes,No,Month-to-month,370.65,Yes
5592,Male,0,No,No,13,Yes,No,Two year,265.75,No
5593,Male,0,Yes,No,31,Yes,No,One year,2424.45,No
5594,Female,0,Yes,Yes,23,Yes,Yes,Month-to-month,1849.95,No
5595,Female,0,No,No,2,Yes,No,Month-to-month,61.05,No
5596,Female,0,No,No,65,Yes,Yes,Two year,1698.55,No
5597,Male,1,No,No,22,Yes,Yes,Month-to-month,1910.6,Yes
5598,Female,0,Yes,Yes,55,Yes,No,One year,998.1,No
5599,Male,0,Yes,No,9,Yes,No,Month-to-month,890.6,Yes
5600,Male,0,Yes,Yes,7,Yes,No,Month-to-month,529.5,Yes
5601,Female,0,Yes,Yes,35,No,No phone service,One year,1383.6,No
5602,Male,0,No,No,6,Yes,No,Two year,493.4,No
5603,Female,0,No,No,1,Yes,No,Month-to-month,48.6,Yes
5604,Male,0,No,No,17,Yes,No,Month-to-month,1207.0,No
5605,Male,0,Yes,Yes,10,Yes,No,Month-to-month,563.5,No
5606,Male,0,No,Yes,15,Yes,No,One year,864.55,No
5607,Female,1,No,No,40,No,No phone service,Month-to-month,2109.35,Yes
5608,Female,0,Yes,Yes,13,Yes,No,One year,701.05,No
5609,Male,0,Yes,No,29,Yes,Yes,Month-to-month,2265.25,Yes
5610,Female,0,No,No,3,Yes,Yes,Month-to-month,220.6,Yes
5611,Female,1,Yes,No,58,Yes,Yes,Month-to-month,5749.8,No
5612,Female,0,No,No,45,Yes,No,One year,2796.45,No
5613,Female,0,Yes,Yes,72,Yes,Yes,Two year,5165.7,No
5614,Male,0,Yes,Yes,68,Yes,Yes,One year,5696.6,No
5615,Male,0,No,No,1,Yes,No,Month-to-month,20.2,Yes
5616,Female,0,Yes,Yes,38,Yes,No,Month-to-month,2076.05,No
5617,Male,0,No,No,2,Yes,No,Month-to-month,44.2,No
5618,Male,0,No,No,11,Yes,No,Month-to-month,215.25,No
5619,Female,1,Yes,No,20,Yes,No,One year,1859.5,No
5620,Male,0,Yes,No,72,Yes,Yes,Two year,7470.1,No
5621,Female,0,Yes,No,3,Yes,Yes,Month-to-month,229.5,Yes
5622,Male,0,No,No,23,Yes,Yes,Month-to-month,2470.1,Yes
5623,Male,0,No,No,40,Yes,No,Month-to-month,2092.9,No
5624,Male,1,Yes,No,62,Yes,Yes,Month-to-month,5629.55,No
5625,Female,0,No,Yes,22,Yes,No,Month-to-month,469.85,No
5626,Female,0,No,No,11,Yes,No,Month-to-month,733.95,No
5627,Male,1,Yes,No,7,Yes,Yes,Month-to-month,485.25,No
5628,Female,0,No,No,13,Yes,Yes,Month-to-month,1244.5,Yes
5629,Male,1,No,No,1,Yes,No,Month-to-month,20.05,Yes
5630,Female,0,No,No,39,Yes,Yes,Month-to-month,3994.45,Yes
5631,Male,0,Yes,No,3,No,No phone service,Month-to-month,78.25,No
5632,Male,0,No,No,58,Yes,No,Two year,1131.5,No
5633,Male,0,No,Yes,6,Yes,Yes,Month-to-month,184.05,No
5634,Female,0,Yes,Yes,1,Yes,No,Month-to-month,19.9,Yes
5635,Female,0,Yes,No,22,Yes,No,Month-to-month,1178.75,No
5636,Male,0,Yes,No,14,No,No phone service,Month-to-month,667.7,Yes
5637,Male,0,Yes,Yes,64,Yes,Yes,One year,5629.15,No
5638,Male,0,No,No,1,Yes,No,Month-to-month,19.95,Yes
5639,Male,0,No,No,6,Yes,No,Month-to-month,109.3,No
5640,Male,0,No,No,1,Yes,No,Month-to-month,79.6,Yes
5641,Male,0,No,Yes,39,Yes,Yes,One year,958.45,No
5642,Female,0,No,No,20,Yes,No,One year,403.15,No
5643,Male,0,No,No,1,Yes,No,Month-to-month,75.9,Yes
5644,Male,0,Yes,No,1,Yes,No,Month-to-month,76.2,Yes
5645,Male,0,Yes,No,64,Yes,Yes,One year,4392.5,No
5646,Male,0,No,Yes,1,Yes,No,Month-to-month,19.25,Yes
5647,Female,0,Yes,No,46,Yes,No,Month-to-month,3168.0,No
5648,Female,1,Yes,Yes,28,No,No phone service,One year,1096.6,No
5649,Female,0,Yes,No,33,Yes,No,Month-to-month,669.45,No
5650,Male,0,Yes,Yes,39,Yes,No,One year,2343.85,No
5651,Female,0,Yes,No,42,Yes,Yes,Month-to-month,3588.4,Yes
5652,Female,0,No,No,1,Yes,No,Month-to-month,48.6,No
5653,Female,0,No,No,7,Yes,No,Month-to-month,522.95,Yes
5654,Male,1,Yes,No,70,Yes,No,Two year,7511.9,No
5655,Male,0,No,No,65,Yes,Yes,Two year,1725.0,No
5656,Male,0,No,No,1,Yes,No,Month-to-month,49.75,No
5657,Male,0,Yes,No,18,Yes,Yes,Month-to-month,1691.9,No
5658,Male,0,Yes,No,24,Yes,Yes,Month-to-month,2248.05,No
5659,Male,0,No,No,63,Yes,Yes,Two year,4479.2,No
5660,Female,0,No,Yes,44,Yes,Yes,One year,3471.1,No
5661,Male,0,No,No,4,Yes,No,Month-to-month,63.0,No
5662,Female,0,No,No,1,Yes,No,Month-to-month,70.25,Yes
5663,Female,0,Yes,Yes,37,Yes,Yes,Month-to-month,3314.15,No
5664,Female,1,No,No,10,Yes,No,Month-to-month,865.55,Yes
5665,Male,0,No,No,34,No,No phone service,Month-to-month,852.7,No
5666,Male,0,Yes,No,35,No,No phone service,One year,1930.9,No
5667,Female,0,Yes,No,4,Yes,No,Month-to-month,91.4,No
5668,Female,1,Yes,No,39,Yes,Yes,Month-to-month,3949.15,No
5669,Male,1,Yes,No,43,Yes,No,One year,4304.0,No
5670,Female,0,Yes,Yes,17,Yes,Yes,Month-to-month,409.9,Yes
5671,Female,0,Yes,No,61,Yes,Yes,Two year,1554.9,No
5672,Female,0,Yes,No,49,Yes,Yes,One year,3472.05,No
5673,Male,0,No,No,4,Yes,No,One year,117.8,No
5674,Female,0,Yes,Yes,64,No,No phone service,Two year,3210.35,No
5675,Male,0,No,No,3,Yes,No,Month-to-month,207.4,No
5676,Male,0,Yes,Yes,1,Yes,No,Month-to-month,19.75,No
5677,Male,0,Yes,No,40,Yes,No,One year,3132.75,No
5678,Female,0,No,Yes,1,Yes,No,Month-to-month,60.0,Yes
5679,Male,0,No,No,8,Yes,Yes,Month-to-month,649.65,Yes
5680,Female,1,Yes,No,1,Yes,No,Month-to-month,20.85,Yes
5681,Female,1,Yes,No,34,Yes,No,One year,2106.3,No
5682,Female,0,Yes,No,1,No,No phone service,Month-to-month,35.0,No
5683,Female,0,No,No,39,No,No phone service,Month-to-month,2011.4,Yes
5684,Female,1,Yes,No,58,Yes,No,One year,6205.5,Yes
5685,Male,0,Yes,Yes,45,Yes,No,Two year,903.7,No
5686,Male,1,No,No,6,Yes,No,Month-to-month,503.6,Yes
5687,Male,0,No,No,43,Yes,No,One year,3882.3,No
5688,Male,0,Yes,Yes,41,Yes,No,Two year,879.8,No
5689,Male,0,No,No,5,Yes,No,Month-to-month,383.65,No
5690,Male,0,No,No,72,No,No phone service,Two year,4390.25,No
5691,Male,0,No,No,4,Yes,No,One year,68.2,No
5692,Male,0,Yes,Yes,9,Yes,No,Month-to-month,452.8,No
5693,Male,1,Yes,No,72,Yes,Yes,Two year,5329.0,No
5694,Female,0,Yes,No,33,Yes,No,One year,1758.9,No
5695,Female,0,Yes,No,72,Yes,Yes,Two year,5737.6,No
5696,Male,0,Yes,No,22,Yes,No,Month-to-month,1152.7,Yes
5697,Female,0,Yes,No,70,Yes,Yes,One year,7674.55,Yes
5698,Male,0,Yes,Yes,21,Yes,Yes,Month-to-month,2157.95,Yes
5699,Male,0,No,No,15,Yes,No,Month-to-month,1219.85,No
5700,Male,1,Yes,No,29,Yes,Yes,Month-to-month,2414.55,No
5701,Female,0,Yes,Yes,15,Yes,No,Month-to-month,1155.6,No
5702,Male,1,Yes,Yes,71,Yes,Yes,Month-to-month,7548.1,Yes
5703,Male,1,No,No,72,Yes,Yes,Two year,1809.35,No
5704,Female,0,Yes,No,19,Yes,Yes,Month-to-month,1564.4,No
5705,Male,0,No,No,1,Yes,No,Month-to-month,19.65,No
5706,Female,0,No,No,1,Yes,No,Month-to-month,75.7,Yes
5707,Female,0,No,No,2,Yes,No,Month-to-month,84.4,No
5708,Female,1,Yes,Yes,11,Yes,Yes,Month-to-month,864.85,No
5709,Female,0,No,No,12,Yes,No,One year,228.75,No
5710,Female,0,Yes,No,70,Yes,Yes,Two year,7752.05,No
5711,Female,1,Yes,No,20,Yes,Yes,Month-to-month,1951.0,Yes
